,air_date,director,episode_description,episode_number,link,rating,rating_count,season,storyline,title,writers
139,22 Nov. 2015,Bob Anderson,Broadway legend Laney Fontaine transforms Lisa into a show-biz kid after Homer loses her chance at band camp.,7,http://www.imdb.com/title/tt4480444/?ref_=ttep_ep7,6.2,408,27,"When Homer loses $5,000 at a poker game with Broadway legend Laney Fontaine, the only way he is able to settle the bet is if he loans Lisa to Laney for a month. Then, Laney turns Lisa into a show biz kid and Marge and Homer fear they made a mistake letting her go. So they head to New York to get her back.","Lisa with an ""S""","Matt Groening (created by), James L. Brooks (developed by)"
140,6 Dec. 2015,Steven Dean Moore,"Lisa tries to restore the reputation of a forgotten Springfield female inventor, while Bart takes full advantage of a diagnosis that he is a sociopath.",8,http://www.imdb.com/title/tt4659896/?ref_=ttep_ep8,7.1,391,27,"Lisa sets out to restore the tarnished reputation of Springfield's first female inventor in an abandoned asylum; Bart joins her and steals one of the homicidal patient's notebooks and brags he wrote the entries himself, causing Homer and Marge to believe he is a sociopath.                Written by
Anonymous",Paths of Glory,"Matt Groening (created by), James L. Brooks (developed by)"
141,13 Dec. 2015,Rob Oliver,"A tale of Bart's journey from youth to adulthood, where he is constantly in search of approval from his father and in the shadow of his more-successful younger sister.",9,http://www.imdb.com/title/tt4773522/?ref_=ttep_ep9,8.4,897,27,"Bart's coming of age story chronicles his life from six years old to his time as an accomplished young man; His tense relationship with Homer and Lisa, who overshadows him in every way possible, shape Bart more than he realizes.                Written by
Anonymous",Barthood,"Matt Groening (created by), James L. Brooks (developed by)"
142,3 Jan. 2016,Chris Clements,"When Homer loses his job due to Marge's social media post, he begins working as a dishwasher at a Greek restaurant. Meanwhile, Lisa creates an app that can predict the effect any post on social media will have.",10,http://www.imdb.com/title/tt5148632/?ref_=ttep_ep10,6.7,449,27,"After a photo Marge posts on social media gets Homer fired, he returns to the best job he ever had, a dishwasher at a Greek restaurant. This same post inspires Lisa to code an app that predicts the real-life consequences of anything you post online, only to create sentient artificial intelligence.",The Girl Code,"Matt Groening (created by), James L. Brooks (developed by)"
143,10 Jan. 2016,Timothy Bailey,"Bart and Principal Skinner battle over the affection of Bart's new teacher, and a new milk-based product that Homer buys from the Kwik-E-Mart causes big changes in Bart and Lisa.",11,http://www.imdb.com/title/tt4932900/?ref_=ttep_ep11,6.8,392,27,"After Bart starts drinking a milk substitute filled with bad hormones, he experiences early puberty and grows a little mustache as well as feelings for Mrs. Berrera, his new teacher, who draws the attention of Principal Skinner, causing a romantic rivalry.                Written by
Bubber01",Teenage Mutant Milk-Caused Hurdles,"Matt Groening (created by), James L. Brooks (developed by)"
144,17 Jan. 2016,Bob Anderson,"Apu's nephew makes big changes when he takes over the Kwik-E-Mart business, and Bart decides that he's through with being bad after his latest prank spirals out of control.",12,http://www.imdb.com/title/tt5179010/?ref_=ttep_ep12,6.7,356,27,"Sanjay's son, Jay, turns the Kwik-E-Mart into a hip, health food market against Apu's insistence on tradition; Bart is called upon to return to his trickster life and take down the new store.                Written by
Bubber01",Much Apu About Something,"Matt Groening (created by), James L. Brooks (developed by)"
145,14 Feb. 2016,Mark Kirkland,"Professor Frink's new invention turns him into a ladies' man, while a new pill at the Springfield Retirement Castle causes Grandpa to hallucinate back to his happiest moments.",13,http://www.imdb.com/title/tt4773532/?ref_=ttep_ep13,6.4,340,27,"Professor Frink's new invention turns him into a ladies' man, while a new pill at the Springfield Retirement Castle causes Grandpa to hallucinate back to his happiest moments.",Love Is in the N2-O2-Ar-CO2-Ne-He-CH4,"Matt Groening (created by), James L. Brooks (developed by)"
146,21 Feb. 2016,Matthew Nastuk,"Lisa tries to launch the career of a homeless Appalachian folk singer, but Bart warns her that she will just let her down. Meanwhile, Homer tries to rescue the cat, who is trapped in the walls of the house.",14,http://www.imdb.com/title/tt4773516/?ref_=ttep_ep14,6.6,381,27,"When Bart brings home folk singer Hettie Mae Boggs, who has fallen on hard times, an impressed Lisa decides to relaunch Hettie's career with a come-back concert but Hettie is unreliable and Bart fears she will let Lisa down,. Meanwhile Homer's attempts at DIY lead to his having to rescue the cat, whom he has accidentally walled up.                Written by
don @ minifie-1",Gal of Constant Sorrow,"Matt Groening (created by), James L. Brooks (developed by)"
147,6 Mar. 2016,Steven Dean Moore,"Lisa takes a job as veterinarian's assistant, but soon lets the responsibilities of the job get to her head. Meanwhile, Marge decides to take a job as a crime scene cleaner.",15,http://www.imdb.com/title/tt4773510/?ref_=ttep_ep15,6.4,320,27,"Lisa takes a job as veterinarian's assistant, but soon lets the responsibilities of the job get to her head. Meanwhile, Marge decides to take a job as a crime scene cleaner.",Lisa the Veterinarian,"Matt Groening (created by), James L. Brooks (developed by)"
148,13 Mar. 2016,Chris Clements,"Lisa signs up for an opportunity to be part of a mission to colonize Mars in ten years, and Homer's strategy to use reverse psychology to talk her out of it backfires.",16,http://www.imdb.com/title/tt4818824/?ref_=ttep_ep16,7.2,355,27,"Lisa signs up for an opportunity to be part of a mission to colonize Mars in ten years, and Homer's strategy to use reverse psychology to talk her out of it backfires.",The Marge-ian Chronicles,"Matt Groening (created by), James L. Brooks (developed by)"
149,3 Apr. 2016,Rob Oliver,"Homer tries to raise Smithers' spirits by finding him a man, and Lisa gets the lead in the school production of ""Casablanca"" alongside a new male student, sparking Millhouse's jealousy.",17,http://www.imdb.com/title/tt5222700/?ref_=ttep_ep17,6.5,341,27,"Homer makes it his mission to find Smithers a boyfriend; Milhouse serves as a terrible understudy for the school's stage production of Casablanca, which frustrates Lisa.                Written by
Jwelch5742",The Burns Cage,"Matt Groening (created by), James L. Brooks (developed by)"
150,10 Apr. 2016,Bob Anderson,"After Lisa overhears Marge say that she doesn't like Lisa's jazz music, Marge takes Lisa on a trip to Capitol City to regain her friendship. Meanwhile, Bart uses Maggie as his new partner in crime for his practical jokes.",18,http://www.imdb.com/title/tt5222722/?ref_=ttep_ep18,6.3,319,27,"After Lisa overhears Marge say that she doesn't like Lisa's jazz music, Marge takes Lisa on a trip to Capitol City to regain her friendship. Meanwhile, Bart uses Maggie as his new partner in crime for his practical jokes.",How Lisa Got Her Marge Back,"Matt Groening (created by), James L. Brooks (developed by)"
151,24 Apr. 2016,Michael Polcino,"Maggie will not go to sleep, so Homer tells her a bedtime story about when the Simpsons and the Flanders went together to the Grand Canyon.",19,http://www.imdb.com/title/tt5222740/?ref_=ttep_ep19,7.1,327,27,When Maggie won't go to sleep homer tells her a story about the time when he and Flanders went on a vacation on the Grand Canyon but when there tour guide falls off the ledge - they are lost alone. In this episode we see the Simpsons and Flanders bond in times of crisis.,Fland Canyon,"Matt Groening (created by), James L. Brooks (developed by)"
152,8 May 2016,Timothy Bailey,"After promising Marge the trip of a lifetime, Homer makes a deal with a travel agent to be a courier of a top-secret briefcase in exchange for a discounted family vacation to Paris.",20,http://www.imdb.com/title/tt5222750/?ref_=ttep_ep20,6.8,286,27,"After promising Marge the trip of a lifetime, Homer makes a deal with a travel agent to be a courier of a top-secret briefcase in exchange for a discounted family vacation to Paris.",To Courier with Love,"Matt Groening (created by), James L. Brooks (developed by)"
153,15 May 2016,Matthew Nastuk,"While trying to overcome a fear of public speaking, Homer creates an improv comedy troupe. Meanwhile, Marge rebuilds Bart's treehouse, but gets no thanks from him. Homer later appears live to answer phoned in questions.",21,http://www.imdb.com/title/tt5222742/?ref_=ttep_ep21,6.4,328,27,"While trying to overcome a fear of public speaking, Homer creates an improv comedy troupe. Meanwhile, Marge rebuilds Bart's treehouse, but gets no thanks from him. Homer later appears live to answer phoned in questions.",Simprovised,"Matt Groening (created by), James L. Brooks (developed by)"
154,22 May 2016,Matthew Faughnan,"Marge lets Bart go to the park alone because he's too irritating, then she ends up getting arrested for leaving him unsupervised.",22,http://www.imdb.com/title/tt4765704/?ref_=ttep_ep22,6.9,317,27,"Marge lets Bart go to the park alone because he's too irritating, then she ends up getting arrested for leaving him unsupervised.",Orange Is the New Yellow,"Matt Groening (created by), James L. Brooks (developed by)"
155,25 Sep. 2016,Matthew Nastuk,Mr. Burns puts on a variety show at the Springfield Bowl.,1,http://www.imdb.com/title/tt5718172/?ref_=ttep_ep1,6.3,362,28,Mr. Burns puts on a variety show at the Springfield Bowl.,Monty Burns' Fleeing Circus,"Matt Groening (created by), James L. Brooks (developed by)"
156,2 Oct. 2016,Lance Kramer,Homer finds a new friend in a woman who acts just like him when Mr. Burns hires the other Simpsons as his live-in virtual reality family.,2,http://www.imdb.com/title/tt5847440/?ref_=ttep_ep2,6.8,311,28,Homer finds a new friend in a woman who acts just like him when Mr. Burns hires the other Simpsons as his live-in virtual reality family.,Friends and Family,"Matt Groening (created by), James L. Brooks (developed by)"
